ano (uid);ano (nome);local (uid);local (nome);abrangencia (uid);abrangencia (nome);pais (uid);pais (nome);categoria (uid);categoria (nome);estatistica (uid);estatistica (nome);lococor (uid);lococor (nome);atestante (uid);atestante (nome);grupoetario (uid);grupoetario (nome);racacor (uid);racacor (nome);sexo (uid);sexo (nome);indicador (uid);indicador (nome);Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Ano
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;200001;Óbitos totais;93.760;88.516;92.769;90.244;95.889;97.291;99.237;100.728;95.375;95.426;90.525;97.187;1.136.947
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;200002;(A00-B99) Algumas doenças infecciosas e parasitárias;4.245;3.954;4.152;4.045;3.997;4.056;4.093;4.196;3.973;4.108;3.831;4.173;48.823
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;200934;(C00-D48) Neoplasias [tumores];14.844;13.797;15.407;14.665;15.135;14.880;15.055;15.467;14.844;15.033;14.610;15.253;178.990
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;201807;(D50-D89) Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;512;490;511;557;575;519;547;532;523;506;503;509;6.284
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;202005;(E00-E90) Doenças endócrinas, nutricionais e metabólicas;5.610;5.603;5.530;5.458;5.780;6.034;6.312;6.546;6.020;5.966;5.518;5.899;70.276
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;202425;(F00-F99) Transtornos mentais e comportamentais;1.078;1.048;1.024;1.027;1.010;1.053;1.107;1.132;1.062;1.054;1.051;1.113;12.759
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;202904;(G00-G99) Doenças do sistema nervoso;2.005;2.047;2.059;1.970;2.050;2.240;2.306;2.258;2.111;2.054;1.958;2.245;25.303
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;203303;(H00-H59) Doenças do olho e anexos;1;2;1;4;6;3;4;0;1;3;6;0;31
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;203622;(H60-H95) Doenças do ouvido e da apófise mastóide;7;9;8;9;15;13;12;13;9;9;10;11;125
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;203762;(I00-I99) Doenças do aparelho circulatório;26.301;24.464;25.836;25.219;27.721;28.914;29.529;30.156;27.842;27.440;25.920;27.029;326.371
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;204228;(J00-J99) Doenças do aparelho respiratório;9.170;8.920;9.013;9.085;9.860;10.607;11.047;11.043;10.546;10.115;9.289;10.419;119.114
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;204516;(K00-K93) Doenças do aparelho digestivo;4.885;4.632;4.783;4.601;5.017;4.961;5.047;4.922;4.763;4.865;4.620;4.965;58.061
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;205013;(L00-L99) Doenças da pele e do tecido subcutâneo;273;262;241;257;245;299;306;293;252;268;273;256;3.225
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;205417;(M00-M99) Doenças do sistema osteomuscular e do tecido conjuntivo;374;352;361;361;376;373;390;397;391;390;388;388;4.541
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;206060;(N00-N99) Doenças do aparelho geniturinário;2.036;2.021;1.961;1.968;2.104;2.033;2.076;2.170;2.125;1.979;1.913;2.133;24.519
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;206573;(O00-O99) Gravidez, parto e puerpério;142;139;183;144;149;135;143;145;152;144;130;122;1.728
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;207073;(P00-P96) Algumas afecções originadas no período perinatal;2.192;2.010;2.296;1.996;2.081;1.835;1.945;1.887;1.767;1.886;1.882;1.946;23.723
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;207471;(Q00-Q99) Malformações congênitas, deformidades e anomalias cromossômicas;863;823;908;876;907;811;832;900;805;782;808;881;10.196
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;208188;(R00-R99) Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;6.446;6.243;6.345;6.012;6.725;7.152;7.283;7.105;6.702;6.519;6.203;6.887;79.622
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;208589;(S00-T98) Lesões, envenenamento e algumas outras conseqüências de causas externas;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;210071;(V01-Y98) Causas externas de morbidade e de mortalidade;12.776;11.700;12.150;11.990;12.136;11.373;11.203;11.566;11.487;12.305;11.612;12.958;143.256
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;213795;(Z00-Z99) Fatores que influenciam o estado de saúde e o contato com os serviços de saúde;0;0;0;0;0;0;0;0;0;0;0;0;0
2010;2010;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;214514;(U04-U99) Códigos para propósitos especiais;0;0;0;0;0;0;0;0;0;0;0;0;0
