ano (uid);ano (nome);local (uid);local (nome);abrangencia (uid);abrangencia (nome);pais (uid);pais (nome);categoria (uid);categoria (nome);estatistica (uid);estatistica (nome);lococor (uid);lococor (nome);atestante (uid);atestante (nome);grupoetario (uid);grupoetario (nome);racacor (uid);racacor (nome);sexo (uid);sexo (nome);indicador (uid);indicador (nome);Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Ano
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;200001;Óbitos totais;106.838;94.994;109.390;107.849;115.068;116.967;119.675;115.169;108.897;107.666;103.328;110.878;1.316.719
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;200002;(A00-B99) Algumas doenças infecciosas e parasitárias;4.755;4.365;4.808;4.599;4.789;4.633;4.765;4.543;4.284;4.392;4.178;4.568;54.679
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;200934;(C00-D48) Neoplasias [tumores];18.819;17.270;19.391;18.652;19.781;19.151;19.564;19.271;18.827;19.154;18.674;19.366;227.920
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;201807;(D50-D89) Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;530;479;547;624;616;560;607;565;518;547;484;524;6.601
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;202005;(E00-E90) Doenças endócrinas, nutricionais e metabólicas;6.591;5.709;6.533;6.542;7.219;7.452;7.605;7.479;6.843;6.502;6.160;6.730;81.365
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;202425;(F00-F99) Transtornos mentais e comportamentais;1.069;940;1.170;1.045;1.217;1.298;1.283;1.176;1.153;1.129;1.079;1.138;13.697
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;202904;(G00-G99) Doenças do sistema nervoso;3.209;2.700;3.386;3.192;3.463;3.854;3.831;3.699;3.446;3.332;3.143;3.780;41.035
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;203303;(H00-H59) Doenças do olho e anexos;2;0;1;2;3;2;5;1;2;1;1;1;21
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;203622;(H60-H95) Doenças do ouvido e da apófise mastóide;19;8;21;17;18;18;11;11;9;12;16;9;169
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;203762;(I00-I99) Doenças do aparelho circulatório;28.221;25.237;29.197;28.910;31.339;32.133;33.365;32.518;29.928;29.207;28.100;29.615;357.770
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;204228;(J00-J99) Doenças do aparelho respiratório;11.584;9.742;12.171;12.867;14.765;15.505;15.893;14.112;12.792;12.170;11.397;12.193;155.191
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;204516;(K00-K93) Doenças do aparelho digestivo;5.597;5.042;5.594;5.666;5.837;5.823;5.856;5.892;5.490;5.522;5.384;5.613;67.316
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;205013;(L00-L99) Doenças da pele e do tecido subcutâneo;490;474;555;489;533;519;549;561;541;501;518;543;6.273
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;205417;(M00-M99) Doenças do sistema osteomuscular e do tecido conjuntivo;540;404;533;482;522;529;537;526;550;525;473;532;6.153
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;206060;(N00-N99) Doenças do aparelho geniturinário;3.451;3.114;3.726;3.600;3.748;3.815;3.843;3.700;3.552;3.649;3.423;3.807;43.428
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;206573;(O00-O99) Gravidez, parto e puerpério;160;150;151;158;201;149;156;152;152;131;150;152;1.862
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;207073;(P00-P96) Algumas afecções originadas no período perinatal;1.911;1.626;1.885;1.783;1.748;1.689;1.707;1.699;1.547;1.647;1.681;1.841;20.764
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;207471;(Q00-Q99) Malformações congênitas, deformidades e anomalias cromossômicas;889;808;956;955;1.020;971;970;966;923;914;907;877;11.156
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;208188;(R00-R99) Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;5.703;5.053;5.786;5.540;5.969;6.265;6.427;5.996;5.793;5.769;5.669;6.535;70.505
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;208589;(S00-T98) Lesões, envenenamento e algumas outras conseqüências de causas externas;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;210071;(V01-Y98) Causas externas de morbidade e de mortalidade;13.298;11.873;12.979;12.726;12.280;12.601;12.701;12.302;12.547;12.562;11.891;13.054;150.814
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;213795;(Z00-Z99) Fatores que influenciam o estado de saúde e o contato com os serviços de saúde;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;2018;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;214514;(U04-U99) Códigos para propósitos especiais;0;0;0;0;0;0;0;0;0;0;0;0;0
