ano (uid);ano (nome);local (uid);local (nome);abrangencia (uid);abrangencia (nome);pais (uid);pais (nome);categoria (uid);categoria (nome);estatistica (uid);estatistica (nome);lococor (uid);lococor (nome);atestante (uid);atestante (nome);grupoetario (uid);grupoetario (nome);racacor (uid);racacor (nome);sexo (uid);sexo (nome);indicador (uid);indicador (nome);Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Ano
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;200001;Óbitos totais;105.899;97.082;108.850;107.063;114.774;114.324;122.611;114.698;107.336;109.666;102.390;107.971;1.312.664
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;200002;(A00-B99) Algumas doenças infecciosas e parasitárias;4.675;4.125;4.640;4.598;4.897;4.701;4.964;4.699;4.319;4.493;4.240;4.523;54.874
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;200934;(C00-D48) Neoplasias [tumores];18.289;17.129;18.900;18.518;19.205;18.748;19.265;18.530;17.881;18.769;17.904;18.683;221.821
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;201807;(D50-D89) Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;524;502;560;557;581;567;560;596;563;528;561;523;6.622
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;202005;(E00-E90) Doenças endócrinas, nutricionais e metabólicas;6.372;5.736;6.684;6.358;6.975;7.047;7.747;7.182;6.542;6.581;6.126;6.312;79.662
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;202425;(F00-F99) Transtornos mentais e comportamentais;1.112;1.005;1.048;1.057;1.085;1.108;1.251;1.039;1.049;1.037;957;1.110;12.858
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;202904;(G00-G99) Doenças do sistema nervoso;3.041;2.650;3.139;3.018;3.319;3.455;3.803;3.538;3.214;3.360;3.024;3.225;38.786
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;203303;(H00-H59) Doenças do olho e anexos;1;1;4;3;1;3;1;1;0;0;1;3;19
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;203622;(H60-H95) Doenças do ouvido e da apófise mastóide;12;11;13;16;18;23;28;14;11;9;12;12;179
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;203762;(I00-I99) Doenças do aparelho circulatório;28.201;25.701;29.089;28.911;31.345;32.080;34.887;32.662;29.752;29.822;27.588;28.844;358.882
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;204228;(J00-J99) Doenças do aparelho respiratório;11.100;10.424;12.522;12.753;14.587;14.741;16.124;14.030;12.968;12.887;11.571;11.913;155.620
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;204516;(K00-K93) Doenças do aparelho digestivo;5.447;4.945;5.679;5.488;5.923;5.663;6.054;5.629;5.282;5.332;5.171;5.439;66.052
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;205013;(L00-L99) Doenças da pele e do tecido subcutâneo;526;427;530;488;487;488;501;584;528;521;498;522;6.100
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;205417;(M00-M99) Doenças do sistema osteomuscular e do tecido conjuntivo;470;451;498;432;524;501;524;539;481;530;487;475;5.912
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;206060;(N00-N99) Doenças do aparelho geniturinário;3.315;2.992;3.352;3.147;3.486;3.479;3.586;3.467;3.403;3.530;3.192;3.521;40.470
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;206573;(O00-O99) Gravidez, parto e puerpério;153;139;195;169;163;176;159;164;139;142;133;142;1.874
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;207073;(P00-P96) Algumas afecções originadas no período perinatal;1.807;1.734;1.931;1.806;1.941;1.756;1.784;1.697;1.619;1.752;1.767;1.864;21.458
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;207471;(Q00-Q99) Malformações congênitas, deformidades e anomalias cromossômicas;847;814;995;960;985;921;989;944;855;907;884;894;10.995
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;208188;(R00-R99) Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;5.960;5.371;5.873;5.756;6.091;6.294;6.828;6.246;5.635;5.964;5.562;6.242;71.822
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;208589;(S00-T98) Lesões, envenenamento e algumas outras conseqüências de causas externas;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;210071;(V01-Y98) Causas externas de morbidade e de mortalidade;14.047;12.925;13.198;13.028;13.161;12.573;13.556;13.137;13.095;13.502;12.712;13.724;158.658
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;213795;(Z00-Z99) Fatores que influenciam o estado de saúde e o contato com os serviços de saúde;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;2017;2;Óbitos por ocorrência;1;País;76;Brasil;1;Notificação de óbitos;1;Número de óbitos;0;Todos;0;Todos;2000;Todos;0;Todos;0;Todos;214514;(U04-U99) Códigos para propósitos especiais;0;0;0;0;0;0;0;0;0;0;0;0;0
